studyid,fechaa1,r_a1,fechaa2,r_a2,fechaa3,r_a3,fechab1,r_b1,fechab2,r_b2,fechab3,r_b3,fechac1,r_c1,fechac2,r_c2,fechac3,r_c3,fechad1,r_d1,fechad2,r_d2,fechad3,r_d3,fechae1,r_e1,fechae2,r_e2,fechae3,r_e3,fechaf1,r_f1,fechaf2,r_f2,fechaf3,r_f3,fechag1,r_g1,fechag2,r_g2,fechag3,r_g3,fechah1,r_h1,fechah2,r_h2,fechah3,r_h3,fechai1,r_i1,fechai2,r_i2,fechai3,r_i3,fechaj1,r_j1,fechaj2,r_j2,fechaj3,r_j3,fechak1,r_k1,fechak2,r_k2,fechak3,r_k3,ms_a,h_ini,m_ini,p1,p2,p3_1,p3_2,p4a,p4b,p5a,p5b,p6,p7,p8a,p8b,p9a,p9b,p9c,p10a,p10b,p11,p12_1,p12_2,p12_3,p13_a,p13_b,p14,p15,p16,p17,p18,p19,p20,p21_a,p21_b,p22,p23,p24,p25,p26,p27_a,p27_b,p28,p29,p30_a,p30_b,p31_a,p31_b,p32,p33_1,p33_2,p33_3,p34_1,p34_2,p34_3,p35_a,p35_b,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,h_ter,m_ter,min,weight,rp1,d1lc394,rp67,rp3_1,encue,sup,edo,muni,ageb,nreg,nciudad,cd,loca,date1,cases,total,muni_r
855,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,17,45,2,3,2,1,2,1,2,2,11,3,1,3,2,2,2,4,2,2,1,3,2,7,7,2,1,1,1,2,1,2,4,1,4,7,1,2,1,4,4,3,13,25,78,20,33,3,1,1,2,1,2,1,12,9,2,1,1,1,2,3,3,3,1,2,1,1,1,1,2,7,7,7,1,1,2,7,2,1,2,1,3,5,7,1,1,4,18,5,20,.72,2,3,3,1,9009,1,9,7,156-6,5,1,7,1,31200,1,1,907
856,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,17,30,1,3,2,2,2,2,2,2,11,2,2,2,2,2,2,1,4,4,2,2,2,7,7,4,3,2,7,7,1,2,2,1,2,2,1,2,1,4,4,4,55,53,9,12,9,2,1,2,1,1,1,2,8,9,2,1,2,7,2,3,4,4,1,2,1,1,1,2,2,7,7,7,2,7,2,7,7,1,1,2,7,7,4,2,1,4,17,52,22,1.54,1,3,3,1,9320,1,9,7,156-6,5,1,7,1,31200,1,1,907
857,31200,5, ,0, ,0,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,16,55,3,4,2,8,2,8,2,2,11,1,2,2,2,2,1,4,1,3,3,1,3,11,9,3,2,1,1,2,1,2,4,1,3,3,2,3,1,4,4,3,12,31,38,20,9,3,1,1,1,2,2,2,28,9,1,1,2,7,2,3,4,4,1,4,1,1,1,2,2,7,7,7,2,7,2,7,7,1,1,1,3,5,7,2,1,4,17,20,25,1.19,3,4,3,1,9300,1,9,7,156-6,5,1,7,1,31200,1,1,907
858,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,16,55,2,4,4,2,2,2,2,2,20,2,3,1,2,2,2,4,1,2,2,2,2,7,7,3,2,1,2,7,1,2,2,1,1,1,1,3,1,4,4,3,12,84,9,20,9,3,1,1,2,1,1,1,29,9,6,1,1,1,2,3,4,3,1,1,2,1,1,2,2,7,7,7,1,2,2,7,7,5,1,1,3,5,7,1,1,4,17,15,20,1.03,2,4,3,2,9320,1,9,7,156-6,5,1,7,1,31200,1,1,907
859,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,17,43,2,2,3,2,2,2,2,3,11,1,1,1,1,2,1,4,2,3,3,1,3,8,9,3,1,2,7,7,2,2,3,1,4,7,1,2,2,4,4,3,13,84,9,33,12,2,1,1,1,1,8,1,8,9,5,1,1,1,2,1,3,4,2,1,1,1,11,2,2,7,7,7,2,7,2,7,7,1,2,2,7,7,1,2,1,4,18,5,22,.72,2,2,3,2,9300,1,9,7,156-6,5,1,7,1,31200,1,1,907
860,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,18,7,1,4,2,2,2,2,2,2,8,1,2,2,2,2,2,4,1,3,2,2,2,7,7,8,4,2,7,7,1,1,2,2,2,2,2,2,2,4,4,3,13,84,9,33,9,2,1,1,1,2,1,1,8,9,9,1,2,7,1,3,4,4,1,2,1,1,4,2,2,7,7,7,2,7,2,7,7,1,2,1,3,5,7,1,1,4,18,28,21,1.26,1,4,3,1,9300,1,9,7,156-6,5,1,7,1,31200,1,1,907
861,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,14,15,1,3,2,1,2,2,1,3,11,1,2,2,2,2,2,1,2,3,1,1,3,11,9,2,2,1,1,3,1,2,3,1,3,2,2,3,1,2,1,3,12,31,9,61,20,3,1,2,2,2,2,2,42,9,2,1,2,7,1,2,3,2,1,2,1,1,1,1,2,7,7,7,2,7,2,7,7,5,1,2,7,7,2,1,12,4,14,35,20,1.43,1,3,3,1,9320,1,9,7,351-A,5,1,7,1,31200,1,1,907
862,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,14,21,2,3,2,2,2,3,2,1,11,2,1,1,2,2,2,1,4,1,2,2,2,7,7,3,1,2,7,7,1,2,3,2,2,2,2,2,3,4,4,3,13,84,9,53,9,3,1,1,2,2,1,1,8,9,1,1,2,7,2,4,2,4,2,3,1,1,2,2,2,7,7,7,2,7,2,7,7,4,1,1,5,3,7,1,1,4,14,46,25,.95,2,3,3,1,9009,1,9,7,351-A,5,1,7,1,31200,1,1,907
863,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,14,40,3,2,2,3,2,1,2,2,45,2,3,2,2,2,2,4,2,3,4,2,2,7,7,1,1,1,1,2,1,2,1,1,1,1,1,2,1,4,4,11,7,53,18,69,11,2,2,1,2,1,2,1,28,9,2,1,1,2,2,3,4,4,1,2,1,1,5,1,2,7,7,7,2,7,2,7,7,5,2,2,7,7,1,2,11,4,15,5,25,.82,3,2,3,1,9320,1,9,7,351-A,5,1,7,1,31200,1,1,907
864,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,14,49,3,3,2,1,3,1,1,2,11,1,3,2,2,2,1,4,4,1,1,1,2,7,7,3,1,1,2,7,3,2,3,1,2,2,2,2,2,4,4,3,13,8,9,11,9,3,1,1,2,1,2,1,11,35,1,1,2,7,1,2,2,3,1,3,1,1,3,1,2,7,7,7,2,7,2,7,7,5,2,1,2,5,7,2,1,4,15,10,21,.82,3,3,3,1,9009,1,9,7,351-A,5,1,7,1,31200,1,1,907
865,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,15,11,4,2,2,2,2,2,2,2,11,2,1,1,2,2,2,4,5,1,2,2,2,7,7,2,2,2,7,7,3,2,2,2,2,3,1,3,1,4,4,3,13,8,9,46,9,2,1,1,1,2,1,1,8,9,2,1,2,7,2,3,3,3,2,2,1,1,1,2,2,7,7,7,2,7,2,7,7,5,1,1,5,3,7,2,1,4,15,38,28,.91,4,2,3,1,9009,1,9,7,351-A,5,1,7,1,31200,1,1,907
866,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,14,22,3,4,2,3,1,2,8,2,26,2,1,8,2,1,2,4,3,2,2,1,2,7,7,3,2,2,7,7,2,1,1,1,3,2,2,3,2,4,4,3,13,84,9,33,9,3,2,1,2,1,1,1,8,9,9,1,2,7,2,3,3,3,2,2,1,1,3,1,2,7,7,7,2,7,1,2,7,2,2,1,3,5,7,1,1,4,14,44,22,.82,3,4,3,1,9300,1,9,7,351-A,5,1,7,1,31200,1,1,907
867,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,14,28,1,3,3,8,2,8,8,3,11,2,4,1,2,8,2,1,2,3,2,2,2,7,7,2,1,1,2,7,1,2,2,1,2,4,1,2,2,4,4,3,12,8,9,11,9,2,1,1,1,2,1,1,35,9,5,1,2,7,1,1,3,4,1,3,1,1,1,2,2,7,7,7,2,7,2,7,7,3,2,2,7,7,1,2,1,4,14,49,21,1.17,1,3,3,2,9301,1,9,7,351-A,5,1,7,1,31200,1,1,907
868,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,14,50,2,3,2,2,2,2,3,3,20,3,2,2,2,1,2,4,2,3,3,3,3,8,9,2,2,2,7,7,2,2,3,1,3,2,2,3,8,2,2,3,13,66,9,20,9,2,1,2,2,8,1,8,8,9,2,1,2,7,2,1,3,3,1,2,1,1,1,1,2,7,7,7,2,7,2,7,7,5,2,2,7,7,1,2,1,4,15,11,21,.67,2,3,3,1,9300,1,9,7,351-A,5,1,7,1,31200,1,1,907
869,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,14,50,3,2,2,2,2,2,2,3,12,1,4,2,2,2,2,4,5,3,3,5,2,7,7,2,2,2,7,7,1,2,3,1,4,7,2,3,4,4,4,3,13,8,9,11,33,2,1,1,2,1,8,2,8,9,2,1,2,7,2,3,3,3,2,3,1,2,5,2,2,7,7,7,2,7,2,7,7,2,2,2,7,7,1,2,1,4,15,12,22,.82,3,2,3,1,9301,1,9,7,351-A,5,1,7,1,31200,1,1,907
870,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,15,17,5,1,3,3,2,2,2,2,8,1,1,2,2,1,2,2,2,2,1,1,2,7,7,2,1,2,7,7,2,2,4,1,1,3,3,3,1,4,4,3,13,8,9,8,9,1,1,1,1,1,1,1,42,9,5,1,2,7,1,1,4,4,1,2,1,1,1,1,2,7,7,7,2,7,2,7,7,1,1,1,5,3,7,2,1,4,15,38,21,.91,4,2,3,2,9300,1,9,7,351-A,5,1,7,1,31200,1,1,907
701,301100,5, ,0, ,0,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,13,18,5,2,2,8,2,2,2,2,19,1,2,2,1,1,1,4,4,4,3,2,3,11,32,3,2,2,7,7,1,2,3,1,3,1,1,2,1,3,3,3,12,8,9,12,11,3,1,1,8,8,1,1,8,9,5,1,2,7,2,3,3,3,2,3,1,1,3,2,2,7,7,7,2,7,2,7,7,3,2,2,7,7,1,1,1,3,13,43,25,.91,4,2,2,1,9011,3,9,8,014-1,5,1,7,1,11200,1,1,908
702,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,15,4,1,3,2,2,2,2,2,2,45,2,4,4,2,2,1,4,8,2,5,3,5,7,7,4,2,2,7,7,3,1,3,1,3,2,1,2,4,4,4,3,14,38,9,39,11,3,1,2,8,1,1,1,29,16,2,1,2,7,1,2,3,3,1,4,1,1,1,1,2,7,7,7,2,7,2,7,7,3,2,2,7,7,1,2,1,4,15,25,21,1.31,1,3,3,1,9064,3,9,8,014-1,5,1,7,1,301100,1,1,908
703,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,15,1,1,4,2,2,2,2,2,2,38,2,2,2,1,2,1,4,4,3,2,2,2,7,7,3,4,1,1,2,1,2,2,1,2,3,1,2,2,4,4,3,13,53,38,46,9,2,1,1,2,1,1,1,35,16,2,1,1,2,1,3,3,3,1,4,2,1,1,2,2,7,7,7,1,1,1,1,2,1,1,1,2,5,7,1,1,2,15,27,26,1.6,1,4,2,1,9015,3,9,8,014-1,5,1,7,1,301100,1,1,908
704,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,15,0,2,3,2,1,3,1,1,2,11,1,1,8,2,2,2,4,1,3,2,1,2,7,7,1,3,1,1,2,1,2,4,1,1,4,2,3,1,2,2,3,13,90,9,13,14,2,1,2,2,2,2,1,11,9,1,1,2,7,1,2,3,4,1,3,1,1,1,2,2,7,7,7,2,7,2,7,7,5,2,2,7,7,1,2,1,4,15,25,25,.75,2,3,3,1,9051,3,9,8,014-1,5,1,7,1,301100,1,1,908
705,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,15,47,2,3,2,2,2,2,2,3,20,3,2,2,2,2,2,2,2,3,3,3,3,11,9,2,3,2,7,7,2,2,2,1,1,2,2,3,2,4,4,3,13,11,9,61,20,3,2,1,1,1,1,2,8,9,4,1,1,1,2,3,2,3,2,2,2,1,3,2,2,7,7,7,2,7,2,7,7,2,1,1,3,5,7,2,1,3,16,15,28,1.07,2,3,2,1,9011,3,9,8,014-1,5,1,7,1,301100,1,1,908
706,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,15,28,5,2,8,8,2,2,2,2,11,1,4,4,2,2,2,4,4,2,5,5,5,7,7,3,8,2,7,7,3,2,4,1,3,4,2,4,4,4,4,3,13,13,72,33,11,2,1,1,1,1,8,1,8,9,1,1,1,1,1,4,3,3,1,3,1,1,1,1,2,7,7,7,2,7,2,7,7,1,2,1,5,3,7,2,1,4,15,52,24,.91,4,2,3,8,9064,3,9,8,014-1,5,1,7,1,301100,1,1,908
707,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,15,32,3,4,2,2,2,2,3,2,11,1,2,2,1,2,1,4,4,2,4,1,2,7,7,1,3,2,7,7,1,2,3,2,3,4,1,3,1,3,4,3,12,84,9,61,33,2,1,2,2,1,2,2,11,12,4,1,2,7,2,3,4,4,2,4,1,1,1,2,2,7,7,7,1,2,2,7,7,8,2,1,1,5,7,2,9,3,16,1,30,.92,3,4,2,1,9015,3,9,8,014-1,5,1,7,1,301100,1,1,908
708,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,15,30,5,3,2,1,2,1,2,2,12,1,1,2,2,2,2,4,1,2,2,2,2,7,7,3,2,1,1,2,1,2,2,1,2,2,2,2,2,4,4,3,13,39,90,46,11,2,1,2,2,2,2,2,8,9,3,1,2,7,2,4,3,3,2,2,1,1,3,1,2,7,7,7,2,7,2,7,7,4,1,1,3,3,7,1,1,4,15,55,25,1.02,4,3,3,1,9051,3,9,8,014-1,5,1,7,1,301100,1,1,908
709,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,16,23,2,2,2,2,2,2,2,2,20,2,2,2,2,2,1,4,4,3,2,4,2,7,7,1,2,1,1,1,2,1,4,1,3,4,1,3,2,3,3,3,13,11,46,8,9,1,1,1,1,1,1,1,8,9,3,1,1,1,2,3,2,3,1,2,1,1,1,1,2,7,7,7,2,7,2,7,7,4,2,2,7,7,1,2,1,3,16,45,22,.75,2,2,2,1,9011,3,9,8,014-1,5,1,7,1,301100,1,1,908
710,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,16,7,3,4,2,1,2,2,2,2,11,1,2,1,2,2,2,4,4,3,1,1,2,7,7,4,1,1,1,2,1,2,3,1,3,2,2,3,1,4,4,3,13,84,9,12,9,1,1,1,2,1,1,2,16,9,2,1,2,7,2,3,4,3,1,4,1,1,1,2,2,7,7,7,2,7,1,2,7,5,2,1,4,1,7,1,12,4,16,32,25,.92,3,4,3,1,9015,3,9,8,014-1,5,1,7,1,301100,1,1,908
721,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,17,22,3,4,4,2,2,2,2,1,12,1,2,2,2,1,2,4,4,2,2,2,2,7,7,3,2,1,2,7,2,2,3,1,1,3,3,3,1,4,4,3,13,78,9,46,9,4,2,1,2,2,2,2,22,9,2,1,2,7,2,4,2,3,1,3,2,1,3,2,2,7,7,7,1,1,1,1,1,4,1,1,1,2,7,1,12,3,17,43,21,1.32,3,4,2,2,9051,3,9,10,122-2,5,1,7,1,301100,1,1,910
722,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,17,20,3,4,2,1,1,1,1,2,38,2,3,3,1,2,2,4,2,4,3,3,4,26,9,3,1,1,1,3,1,2,4,1,2,4,1,3,1,4,4,3,26,59,9,20,46,1,1,1,2,1,2,1,11,9,2,1,2,7,1,1,4,4,1,1,1,1,5,2,2,7,7,7,1,1,2,7,2,3,1,1,5,3,7,1,1,2,17,45,25,1.32,3,4,2,1,9015,3,9,10,122-2,5,1,7,1,301100,1,1,910
723,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,17,12,1,4,2,1,2,2,2,2,38,3,1,1,2,2,2,4,1,3,3,2,2,7,7,3,1,1,1,2,2,2,3,1,3,4,1,3,1,2,2,3,12,53,25,53,9,2,1,2,2,8,2,1,11,35,3,1,2,7,2,3,3,3,2,4,1,1,1,2,2,7,7,7,2,7,2,7,7,4,2,1,3,5,7,2,1,3,17,40,28,1.4,1,4,2,1,9011,3,9,10,122-2,5,1,7,1,301100,1,1,910
724,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,17,9,3,3,2,8,1,3,2,2,11,2,1,1,1,1,2,4,4,4,4,3,3,8,9,9,2,1,1,4,2,2,2,1,4,7,1,2,4,4,4,3,12,60,32,12,20,1,1,1,1,1,2,1,11,22,2,1,1,1,2,3,3,4,1,4,1,1,3,1,2,7,7,7,2,7,1,1,2,1,2,1,3,5,7,1,1,4,17,31,22,.99,3,3,3,1,9064,3,9,10,122-2,5,1,7,1,301100,1,1,910
725,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,17,45,3,4,8,8,8,8,3,8,8,2,3,4,2,2,2,8,8,4,8,4,8,7,7,4,3,2,7,7,2,2,8,2,4,7,8,3,1,4,4,1,7,8,9,9,9,4,8,2,8,2,2,8,8,9,8,1,2,7,2,3,4,4,2,4,1,2,11,2,2,7,7,7,1,2,2,7,7,5,2,1,2,5,7,2,1,3,18,5,20,.99,3,4,2,8,9051,3,9,10,122-2,5,1,7,1,301100,1,1,910
726,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,17,51,4,2,2,8,3,8,4,4,26,3,2,2,8,2,1,4,4,4,2,3,4,8,9,9,1,2,7,7,2,2,1,1,4,7,1,4,1,4,4,3,13,66,9,12,9,4,1,2,1,2,2,1,8,9,4,4,2,7,1,3,4,3,2,4,1,1,3,1,2,7,7,7,2,7,2,7,7,3,2,1,3,5,7,2,1,4,18,26,35,.97,4,2,3,1,9015,3,9,10,122-2,5,1,7,1,301100,1,1,910
727,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,17,51,1,2,3,3,3,2,3,3,19,1,2,2,2,2,2,4,4,2,2,1,2,7,7,2,2,2,7,7,2,2,1,1,3,3,2,3,2,2,2,3,13,84,9,12,9,3,2,1,2,1,2,1,8,9,3,1,2,7,2,3,4,4,2,4,1,1,1,1,2,7,7,7,2,7,2,7,7,1,2,2,7,7,1,2,1,4,18,24,33,1.4,1,2,3,2,9011,3,9,10,122-2,5,1,7,1,301100,1,1,910
728,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,17,35,5,4,8,2,1,1,1,2,20,1,2,1,1,1,2,4,4,2,2,1,2,7,7,3,1,1,1,2,3,2,2,1,2,3,2,4,1,4,4,4,51,53,9,20,33,3,9,9,2,8,2,8,35,36,1,4,2,7,1,4,4,4,1,3,1,1,3,1,1,1,4,2,1,1,1,1,2,4,1,1,5,3,7,1,1,3,17,59,24,1.09,4,4,2,8,9064,3,9,10,122-2,5,1,7,1,301100,1,1,910
729,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,18,10,3,4,2,1,1,1,2,3,12,1,1,1,2,2,2,1,2,2,3,1,3,8,9,2,2,1,2,7,2,2,4,1,2,4,1,2,1,4,4,3,12,18,19,33,15,3,1,2,2,1,2,2,22,9,2,1,2,7,1,2,4,3,2,2,2,1,5,1,2,7,7,7,1,2,2,7,7,1,2,1,1,5,7,1,1,2,18,35,25,.99,3,4,2,1,9051,3,9,10,122-2,5,1,7,1,301100,1,1,910
730,301100,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,18,7,3,3,2,8,2,2,2,2,8,2,2,2,2,8,1,4,4,2,2,1,3,17,9,3,2,1,1,2,2,2,1,1,4,7,1,2,3,4,4,3,12,84,9,9,9,4,2,1,2,1,2,1,8,9,3,1,2,7,2,4,3,3,2,4,1,1,5,1,2,7,7,7,2,7,2,7,7,5,2,1,5,3,7,2,1,1,18,32,25,.99,3,3,1,1,9064,3,9,10,122-2,5,1,7,1,301100,1,1,910
